Date, Close/Last, Volume, Open, High, Low
2020-09-15, 87.71,8361907, 87.18, 88.25, 87.1706
2020-09-16, 88.38,7146989, 88, 89.43, 87.75
2020-09-17, 86.75,7386586, 87.05, 87.32, 85.355
2020-09-18, 84.95,10113450, 86.81, 87.24, 84.6
2020-09-21, 83.89,7188830, 82.86, 83.95, 81.75
2020-09-22, 83.95,4464961, 84.05, 84.39, 83.175
2020-09-23, 82.99,6414658, 84.38, 84.9, 82.82
2020-09-24, 83.04,4881473, 82.63, 84.14, 81.92
2020-09-25, 84.3,5981463, 82.53, 84.69, 82.22
2020-09-28, 86.07,5976196, 85.52, 86.24, 84.99
2020-09-29, 84.8,4064974, 86.25, 86.25, 84.625
2020-09-30, 85.92,10134360, 86.63, 87.16, 85.47
2020-10-01, 86.74,7241186, 87.04, 87.45, 86.195
2020-10-02, 86.57,5602288, 85.15, 87.13, 85.09
2020-10-05, 88.47,7004835, 87.27, 88.675, 87.2
2020-10-06, 87.01,7951077, 88.65, 89.28, 86.8
2020-10-07, 88.45,5179285, 87.82, 88.98, 87.44
2020-10-08, 89.53,4958766, 88.46, 89.61, 88.41
2020-10-09, 90.01,6197682, 89.8, 90.33, 89.58
2020-10-12, 90.78,5909054, 90.4595, 91.1, 89.9301
2020-10-13, 90.16,5731971, 90.58, 90.85, 89.77
2020-10-14, 89.31,4763260, 90.17, 90.6, 88.56
2020-10-15, 88.83,5002626, 88.16, 88.87, 87.67
2020-10-16, 88.52,4722554, 89.39, 89.63, 88.44
2020-10-19, 87.6,5426622, 88.7, 89.57, 87.36
2020-10-20, 88.51,4942578, 88.68, 89.715, 88.04
2020-10-21, 88.27,4119201, 88.38, 89.16, 88.19
2020-10-22, 89.36,4259035, 88.02, 89.38, 87.7
2020-10-23, 90.8,7811524, 89.8, 90.96, 89.44
2020-10-26, 89.66,7756413, 90.03, 91.13, 88.65
2020-10-27, 90.05,8027508, 89.48, 90.345, 89.17
2020-10-28, 87.17,12738750, 88.65, 88.95, 86.61
2020-10-29, 88.3,8440044, 87.17, 89.11, 86.61
2020-10-30, 86.96,11402800, 87.75, 88.39, 85.63
2020-11-02, 85.97,8904850, 87.54, 87.765, 85.45
2020-11-03, 88.39,6910439, 86.778, 89.06, 86.18
2020-11-04, 89.79,10509390, 88.9, 91.285, 88.74
2020-11-05, 90.62,6169717, 90.69, 91.16, 89.9
2020-11-06, 90.65,6626107, 90.15, 91.2, 89.78
2020-11-09, 95.88,16225770, 97.32, 97.65, 95.64
2020-11-10, 93.92,10474700, 93.74, 95.27, 93.14
2020-11-11, 95.04,8296547, 94.11, 95.83, 94.02
2020-11-12, 93.53,7061844, 94.66, 94.755, 92.66
2020-11-13, 95.56,5518003, 94.38, 95.59, 93.7
2020-11-16, 97.78,9367636, 96.79, 97.81, 96.02
2020-11-17, 98.6,8722293, 97.21, 98.775, 96.805
2020-11-18, 97.91,6039520, 98.63, 99.3264, 97.91
2020-11-19, 97.76,4252272, 97.24, 97.92, 96.86
2020-11-20, 97.01,4610081, 97.42, 97.5388, 96.9522
2020-11-23, 96.88,4805779, 97.62, 97.86, 96.42
2020-11-24, 98.3,6323025, 97.51, 98.72, 97.4
2020-11-25, 98.2,4027147, 98.5, 98.54, 97.94
2020-11-27, 98.66,2169708, 98.48, 98.975, 98.28
2020-11-30, 98.02,5197253, 98.2, 98.29, 96.96
2020-12-01, 98.82,4970293, 99, 99.26, 98.25
2020-12-02, 98.91,3377940, 98.51, 99.04, 98.2133
2020-12-03, 100.11,6264077, 99.02, 101, 98.965
2020-12-04, 102.28,6952704, 101.35, 102.94, 101.07
2020-12-07, 101.41,4514754, 102.01, 102.22, 100.69
2020-12-08, 101.21,3911250, 100.37, 101.57, 100.01
2020-12-09, 100.4,6629890, 101.94, 102.21, 100.1
2020-12-10, 105.39,12939180, 103.508, 106.09, 102.75
2020-12-11, 103,6262636, 104.405, 104.78, 102.33
2020-12-14, 103.32,5156155, 103.83, 104.71, 103.25
2020-12-15, 104.18,5196689, 104.24, 104.8586, 103.78
2020-12-16, 103.27,6409253, 104.1, 104.8, 102.72
2020-12-17, 103.21,4535689, 103.55, 104.04, 102.61
2020-12-18, 103.28,10214980, 103.33, 104.11, 102.95
2020-12-21, 102.94,7175930, 101.22, 103.15, 100.02
2020-12-22, 102.41,4305282, 102.12, 103.17, 101.892
2020-12-23, 102.06,3817267, 102.29, 102.685, 101.965
2020-12-24, 102.01,1949183, 102.3, 102.36, 101.68
2020-12-28, 104.34,5055179, 102.92, 104.38, 102.31
2020-12-29, 105.63,4780921, 104.887, 105.78, 104.47
2020-12-30, 105.97,3654380, 105.99, 106.62, 105.7801
2020-12-31, 106.98,3566295, 106, 107.14, 105.615
2021-01-04, 103.1,8041533, 107.66, 107.75, 102.1401
2021-01-05, 103.44,5721905, 102.92, 104.26, 102.8
2021-01-06, 104.19,5017464, 102.99, 105.21, 102.905
2021-01-07, 103.35,5057016, 104.49, 104.64, 102.95
2021-01-08, 105.67,5869677, 103.86, 105.76, 103.42
